Objective value,0.0

Reaction,Flux
2PGADEHYDRAT-RXN,2.7600000000000007
3PGAREARR-RXN,-2.7600000000000007
4.1.1.32-RXN,-0.46
6PFRUCTPHOS-RXN,1.3799999999999997
6PGLUCONDEHYDROG-RXN,4.129440157691603e-17
ACETOACETYL-COA-TRANSFER-RXN,-0.4600000000000001
ADENYL-KIN-RXN,-2.3000000000000003
ALDOSE-1-EPIMERASE-RXN,1.3799999999999997
ARGINASE-RXN,-0.3066666666666667
ATPSYN-RXN,-0.6133333333333342
CATAL-RXN,0.6899999999999998
CITSYN-RXN,1.3800000000000001
F16ALDOLASE-RXN,1.38
GAPDHSYNEC-RXN,2.76
GLUCOKIN-RXN,1.3799999999999997
GLUCONOKIN-RXN,4.129440157691603e-17
GLUCONOLACT-RXN,4.129440157691603e-17
GLUCOSE-1-DEHYDROGENASE-RXN,-1.3799999999999994
GLUCOSE-OXIDASE-RXN,1.3799999999999994
GPH-RXN,4.129440157691602e-17
ISOCITDEH-RXN,4.129440157691603e-17
L-LACTATE-DEHYDROGENASE-RXN,-0.46000000000000013
MALATE-DEH-RXN,-0.4599999999999999
MALIC-NADP-RXN,0.4599999999999999
NAD-KIN-RXN,-5.259439080540487e-17
NITRATE-REDUCTASE-NADPORNOPH-RXN,0.3066666666666667
NITRIC-OXIDE-SYNTHASE-RXN,0.15333333333333332
ORNCARBAMTRANSFER-RXN,-0.3066666666666667
PEPSYNTH-RXN,-0.9200000000000002
PGLUCISOM-RXN,1.3799999999999997
PHOSGLYPHOS-RXN,-2.76
PHOSPHORIBULOKINASE-RXN,4.1294401576916024e-17
PYRUVDEH-RXN,0.9199999999999999
Production_005,1.38
Production_009,2.760000000000002
R621-RXN,0.15333333333333335
RXN-12481,-1.3800000000000001
RXN-14047,4.129440157691603e-17
RXN-14196,-0.30666666666666664
RXN-19631,0.4600000000000002
RXN-7774,4.129440157691602e-17
RXN-961,4.1294401576916024e-17
RXN-969,4.1294401576916024e-17
RXN0-5222,0.30666666666666664
RXN0-6377,0.30666666666666664
RXNI-2,0.4600000000000001
SUCCINATE--COA-LIGASE-GDP-FORMING-RXN,0.4600000000000001
SUCCSEMIALDDEHYDROG-RXN,4.1294401576916024e-17
TRANS-RXN-189,2.4533333333333367
TRIOSEPISOMERIZATION-RXN,-1.38
Transport_012,-2.0700000000000003
Transport_021,2.760000000000002
Transport_080,1.38
Transport_102,2.4533333333333363
Transport_137,-1.38
UREASE-RXN,-0.3066666666666667
Uptake_015,1.38
Uptake_136,2.0700000000000003
r0376,-1.38
NGAM,1.0
